ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime,
,,,,,,,,,173.73,
,,,,,,,,,200.35,
,,,,,,,,,82.19,
,,,,,,,,,179.49,
,,,,,,,,,155.65,
,,,,,,,,,95.87,
,,,,,,,,,208.21,
,,,,,,,,,186.44,
,,,,,,,,,164.43,
,,,,,,,,,97.61,
,,,,,,,,,151.54,
,,,,,,,,,156.97,
,,,,,,,,,75.36,
,,,,,,,,,102.94,
,,,,,,,,,154.39,
,,,,,,,,,183.61,
,,,,,,,,,122.15,
,,,,,,,,,158.84,
,,,,,,,,,171.13,
,,,,,,,,,100.06,
,,,,,,,,,167.46,
,,,,,,,,,214.81,
,,,,,,,,,122.75,
,,,,,,,,,446.54,
,,,,,,,,,122.71,
,,,,,,,,,144.72,
,,,,,,,,,144.21,
,,,,,,,,,151.18,
,,,,,,,,,170.61,
,,,,,,,,,138.82,
,,,,,,,,,179.06,
,,,,,,,,,162.94,
,,,,,,,,,150.1,
,,,,,,,,,112.89,
,,,,,,,,,135.13,
,,,,,,,,,132.68,
,,,,,,,,,103.67,
,,,,,,,,,184.28,
,,,,,,,,,118.5,
,,,,,,,,,110.13,
,,,,,,,,,192.01,
,,,,,,,,,236.7,
,,,,,,,,,142.43,
,,,,,,,,,147.78,
,,,,,,,,,114.13,
,,,,,,,,,140.79,
,,,,,,,,,132.73,
,,,,,,,,,173.26,
,,,,,,,,,199.81,
,,,,,,,,,170.9,
,,,,,,,,,188.16,
,,,,,,,,,141.57,
,,,,,,,,,98.14,
,,,,,,,,,98.17,
,,,,,,,,,104.52,
,,,,,,,,,198.17,
,,,,,,,,,191.12,
,,,,,,,,,89.04,
,,,,,,,,,136.64,
,,,,,,,,,225.59,
,,,,,,,,,200.67,
,,,,,,,,,119.79,
,,,,,,,,,114.5,
,,,,,,,,,163.92,
,,,,,,,,,76.83,
,,,,,,,,,107.0,
,,,,,,,,,91.42,
,,,,,,,,,212.4,
,,,,,,,,,148.84,
,,,,,,,,,191.87,
,,,,,,,,,169.15,
,,,,,,,,,95.56,
,,,,,,,,,158.13,
,,,,,,,,,99.71,
,,,,,,,,,238.83,
,,,,,,,,,430.61,
,,,,,,,,,111.38,
,,,,,,,,,209.18,
,,,,,,,,,69.16,
,,,,,,,,,80.79,
,,,,,,,,,156.12,
,,,,,,,,,157.23,
,,,,,,,,,133.88,
,,,,,,,,,223.81,
,,,,,,,,,131.06,
,,,,,,,,,210.16,
,,,,,,,,,103.2,
,,,,,,,,,97.82,
,,,,,,,,,194.95,
,,,,,,,,,232.27,
,,,,,,,,,261.36,
,,,,,,,,,112.27,
,,,,,,,,,149.68,
,,,,,,,,,139.03,
,,,,,,,,,109.89,
,,,,,,,,,109.56,
,,,,,,,,,138.98,
,,,,,,,,,151.44,
,,,,,,,,,260.0,
,,,,,,,,,91.84,
,,,,,,,,,88.49,
,,,,,,,,,76.4,
,,,,,,,,,185.32,
,,,,,,,,,165.61,
,,,,,,,,,126.41,
,,,,,,,,,124.74,
,,,,,,,,,129.97,
,,,,,,,,,81.31,
,,,,,,,,,149.36,
,,,,,,,,,59.42,
,,,,,,,,,226.96,
,,,,,,,,,125.16,
,,,,,,,,,103.01,
,,,,,,,,,182.2,
,,,,,,,,,142.31,
,,,,,,,,,174.9,
,,,,,,,,,286.19,
,,,,,,,,,211.9,
,,,,,,,,,69.73,
,,,,,,,,,131.52,
,,,,,,,,,129.56,
,,,,,,,,,92.41,
,,,,,,,,,210.55,
,,,,,,,,,211.54,
,,,,,,,,,496.63,
,,,,,,,,,147.27,
,,,,,,,,,109.66,
,,,,,,,,,98.95,
,,,,,,,,,195.22,
,,,,,,,,,60.13,
,,,,,,,,,189.02,
,,,,,,,,,256.7,
,,,,,,,,,238.65,
,,,,,,,,,132.66,
,,,,,,,,,158.96,
,,,,,,,,,134.67,
,,,,,,,,,152.66,
,,,,,,,,,139.71,
,,,,,,,,,124.65,
,,,,,,,,,80.64,
,,,,,,,,,193.59,
,,,,,,,,,241.1,
,,,,,,,,,200.45,
,,,,,,,,,378.5,
,,,,,,,,,196.69,
,,,,,,,,,133.23,
,,,,,,,,,193.52,
,,,,,,,,,147.88,
,,,,,,,,,140.5,
,,,,,,,,,112.61,
,,,,,,,,,359.48,
,,,,,,,,,117.33,
,,,,,,,,,267.77,
,,,,,,,,,88.36,
,,,,,,,,,95.39,
,,,,,,,,,189.72,
,,,,,,,,,386.55,
,,,,,,,,,233.25,
,,,,,,,,,183.34,
,,,,,,,,,185.41,
,,,,,,,,,120.25,
,,,,,,,,,121.4,
,,,,,,,,,59.95,
,,,,,,,,,82.91,
,,,,,,,,,170.65,
,,,,,,,,,138.77,
,,,,,,,,,218.68,
,,,,,,,,,100.04,
,,,,,,,,,153.05,
,,,,,,,,,73.47,
,,,,,,,,,191.43,
,,,,,,,,,120.21,
,,,,,,,,,127.43,
,,,,,,,,,74.6,
,,,,,,,,,77.07,
,,,,,,,,,144.12,
,,,,,,,,,234.69,
,,,,,,,,,452.3,
,,,,,,,,,129.53,
,,,,,,,,,133.02,
,,,,,,,,,172.43,
,,,,,,,,,145.19,
,,,,,,,,,84.95,
,,,,,,,,,228.82,
,,,,,,,,,47.78,
,,,,,,,,,110.58,
,,,,,,,,,115.33,
,,,,,,,,,109.35,
,,,,,,,,,188.55,
,,,,,,,,,210.62,
,,,,,,,,,94.08,
,,,,,,,,,147.72,
,,,,,,,,,144.7,
,,,,,,,,,257.36,
,,,,,,,,,267.66,
,,,,,,,,,186.7,
,,,,,,,,,182.24,
,,,,,,,,,202.73,
,,,,,,,,,176.92,
,,,,,,,,,159.71,
,,,,,,,,,141.46,
,,,,,,,,,68.95,
,,,,,,,,,143.2,
,,,,,,,,,112.94,
,,,,,,,,,126.67,
,,,,,,,,,101.29,
,,,,,,,,,113.44,
,,,,,,,,,90.75,
,,,,,,,,,191.73,
,,,,,,,,,156.28,
,,,,,,,,,131.92,
,,,,,,,,,91.25,
,,,,,,,,,153.22,
,,,,,,,,,236.64,
,,,,,,,,,167.52,
,,,,,,,,,68.47,
,,,,,,,,,165.93,
,,,,,,,,,281.59,
,,,,,,,,,273.07,
,,,,,,,,,123.29,
,,,,,,,,,73.22,
,,,,,,,,,151.34,
,,,,,,,,,72.36,
,,,,,,,,,155.45,
,,,,,,,,,136.17,
,,,,,,,,,103.37,
,,,,,,,,,119.81,
,,,,,,,,,120.19,
,,,,,,,,,174.06,
,,,,,,,,,104.17,
,,,,,,,,,33.27,
,,,,,,,,,181.01,
,,,,,,,,,191.85,
,,,,,,,,,117.84,
,,,,,,,,,145.46,
,,,,,,,,,232.68,
,,,,,,,,,216.16,
,,,,,,,,,151.68,
,,,,,,,,,180.82,
,,,,,,,,,73.43,
,,,,,,,,,270.01,
,,,,,,,,,257.66,
,,,,,,,,,145.29,
,,,,,,,,,103.58,
,,,,,,,,,147.36,
,,,,,,,,,225.11,
,,,,,,,,,140.72,
,,,,,,,,,126.58,
,,,,,,,,,126.06,
,,,,,,,,,208.89,
,,,,,,,,,134.08,
,,,,,,,,,142.56,
,,,,,,,,,198.9,
,,,,,,,,,163.28,
,,,,,,,,,363.84,
,,,,,,,,,288.13,
,,,,,,,,,105.82,
,,,,,,,,,111.16,
,,,,,,,,,69.29,
,,,,,,,,,215.61,
,,,,,,,,,135.55,
,,,,,,,,,92.6,
,,,,,,,,,65.18,
,,,,,,,,,172.85,
,,,,,,,,,105.7,
,,,,,,,,,205.59,
,,,,,,,,,198.22,
,,,,,,,,,235.17,
,,,,,,,,,298.06,
,,,,,,,,,234.67,
,,,,,,,,,186.27,
,,,,,,,,,157.35,
,,,,,,,,,97.06,
,,,,,,,,,92.56,
,,,,,,,,,260.83,
,,,,,,,,,238.55,
,,,,,,,,,90.58,
,,,,,,,,,191.31,
,,,,,,,,,43.15,
,,,,,,,,,98.96,
,,,,,,,,,54.67,
,,,,,,,,,180.94,
,,,,,,,,,226.06,
,,,,,,,,,196.23,
,,,,,,,,,193.47,
,,,,,,,,,220.35,
,,,,,,,,,219.22,
,,,,,,,,,119.52,
,,,,,,,,,200.09,
,,,,,,,,,55.49,
,,,,,,,,,245.56,
,,,,,,,,,355.24,
,,,,,,,,,77.6,
,,,,,,,,,353.92,
,,,,,,,,,129.03,
,,,,,,,,,138.01,
,,,,,,,,,229.81,
,,,,,,,,,105.52,
,,,,,,,,,124.51,
,,,,,,,,,176.84,
,,,,,,,,,134.53,
,,,,,,,,,193.88,
,,,,,,,,,251.23,
,,,,,,,,,173.25,
,,,,,,,,,115.96,
,,,,,,,,,119.51,
,,,,,,,,,83.36,
,,,,,,,,,70.26,
,,,,,,,,,293.35,
,,,,,,,,,94.95,
,,,,,,,,,144.0,
,,,,,,,,,90.17,
,,,,,,,,,179.4,
,,,,,,,,,132.06,
,,,,,,,,,77.24,
,,,,,,,,,129.05,
,,,,,,,,,186.74,
,,,,,,,,,177.98,
,,,,,,,,,163.06,
,,,,,,,,,125.32,
,,,,,,,,,277.83,
,,,,,,,,,234.37,
,,,,,,,,,446.22,
,,,,,,,,,133.77,
,,,,,,,,,174.2,
,,,,,,,,,84.78,
,,,,,,,,,166.5,
,,,,,,,,,182.42,
,,,,,,,,,198.54,
,,,,,,,,,167.68,
,,,,,,,,,104.62,
,,,,,,,,,163.46,
,,,,,,,,,220.59,
,,,,,,,,,100.09,
,,,,,,,,,168.16,
,,,,,,,,,126.1,
,,,,,,,,,129.61,
,,,,,,,,,87.48,
,,,,,,,,,165.6,
,,,,,,,,,162.63,
,,,,,,,,,143.47,
,,,,,,,,,199.54,
,,,,,,,,,167.31,
,,,,,,,,,160.92,
,,,,,,,,,182.63,
,,,,,,,,,308.81,
,,,,,,,,,104.4,
,,,,,,,,,137.03,
,,,,,,,,,75.02,
,,,,,,,,,220.22,
,,,,,,,,,167.02,
,,,,,,,,,216.75,
,,,,,,,,,136.93,
,,,,,,,,,135.86,
,,,,,,,,,92.96,
,,,,,,,,,72.2,
,,,,,,,,,102.7,
,,,,,,,,,90.56,
,,,,,,,,,131.56,
,,,,,,,,,211.75,
,,,,,,,,,152.33,
,,,,,,,,,142.51,
,,,,,,,,,81.25,
,,,,,,,,,250.85,
,,,,,,,,,216.24,
,,,,,,,,,73.03,
,,,,,,,,,299.32,
,,,,,,,,,207.36,
,,,,,,,,,138.92,
,,,,,,,,,166.86,
,,,,,,,,,107.99,
,,,,,,,,,290.24,
,,,,,,,,,244.06,
,,,,,,,,,137.31,
,,,,,,,,,515.46,
,,,,,,,,,114.46,
,,,,,,,,,98.2,
,,,,,,,,,183.16,
,,,,,,,,,116.32,
,,,,,,,,,200.38,
,,,,,,,,,111.25,
,,,,,,,,,195.3,
,,,,,,,,,156.23,
,,,,,,,,,192.6,
,,,,,,,,,152.55,
,,,,,,,,,164.94,
,,,,,,,,,100.3,
,,,,,,,,,166.78,
,,,,,,,,,98.38,
,,,,,,,,,133.36,
,,,,,,,,,251.9,
,,,,,,,,,270.81,
,,,,,,,,,103.28,
,,,,,,,,,116.77,
,,,,,,,,,135.73,
,,,,,,,,,194.79,
,,,,,,,,,124.93,
,,,,,,,,,127.53,
,,,,,,,,,206.89,
,,,,,,,,,178.53,
,,,,,,,,,198.66,
,,,,,,,,,322.49,
,,,,,,,,,109.7,
,,,,,,,,,109.2,
,,,,,,,,,179.99,
,,,,,,,,,120.49,
,,,,,,,,,104.18,
,,,,,,,,,114.93,
,,,,,,,,,138.3,
,,,,,,,,,85.72,
,,,,,,,,,152.07,
,,,,,,,,,181.56,
,,,,,,,,,95.62,
,,,,,,,,,113.19,
,,,,,,,,,212.59,
,,,,,,,,,116.35,
,,,,,,,,,160.75,
,,,,,,,,,81.56,
,,,,,,,,,105.1,
,,,,,,,,,191.26,
,,,,,,,,,168.6,
,,,,,,,,,154.11,
,,,,,,,,,207.56,
,,,,,,,,,188.65,
,,,,,,,,,170.24,
,,,,,,,,,143.0,
,,,,,,,,,152.28,
,,,,,,,,,56.29,
,,,,,,,,,153.58,
,,,,,,,,,234.46,
,,,,,,,,,273.14,
,,,,,,,,,85.11,
,,,,,,,,,106.84,
,,,,,,,,,127.88,
,,,,,,,,,127.42,
,,,,,,,,,225.65,
,,,,,,,,,191.0,
,,,,,,,,,112.99,
,,,,,,,,,228.6,
,,,,,,,,,204.47,
,,,,,,,,,127.8,
,,,,,,,,,145.01,
,,,,,,,,,148.35,
,,,,,,,,,136.99,
,,,,,,,,,99.78,
,,,,,,,,,124.01,
,,,,,,,,,107.94,
,,,,,,,,,222.6,
,,,,,,,,,84.5,
,,,,,,,,,111.43,
,,,,,,,,,169.5,
,,,,,,,,,224.7,
,,,,,,,,,144.39,
,,,,,,,,,209.24,
,,,,,,,,,173.69,
,,,,,,,,,225.99,
,,,,,,,,,204.21,
,,,,,,,,,118.57,
,,,,,,,,,74.42,
,,,,,,,,,184.82,
,,,,,,,,,101.69,
,,,,,,,,,73.59,
,,,,,,,,,142.36,
,,,,,,,,,162.93,
,,,,,,,,,139.35,
,,,,,,,,,127.14,
,,,,,,,,,80.9,
,,,,,,,,,164.31,
,,,,,,,,,115.2,
,,,,,,,,,274.42,
,,,,,,,,,168.27,
,,,,,,,,,158.81,
,,,,,,,,,204.02,
,,,,,,,,,119.03,
,,,,,,,,,307.08,
,,,,,,,,,149.24,
,,,,,,,,,328.23,
,,,,,,,,,231.18,
,,,,,,,,,188.99,
,,,,,,,,,215.25,
,,,,,,,,,226.64,
,,,,,,,,,105.19,
,,,,,,,,,223.71,
,,,,,,,,,79.91,
,,,,,,,,,142.54,
,,,,,,,,,83.64,
,,,,,,,,,146.04,
,,,,,,,,,153.3,
,,,,,,,,,213.31,
,,,,,,,,,97.94,
,,,,,,,,,98.81,
,,,,,,,,,168.35,
,,,,,,,,,81.52,
,,,,,,,,,196.4,
,,,,,,,,,184.02,
,,,,,,,,,157.65,
,,,,,,,,,62.49,
,,,,,,,,,132.81,
,,,,,,,,,115.71,
,,,,,,,,,172.44,
,,,,,,,,,255.92,
,,,,,,,,,160.95,
,,,,,,,,,444.57,
,,,,,,,,,177.2,
,,,,,,,,,263.6,
,,,,,,,,,94.21,
,,,,,,,,,116.56,
,,,,,,,,,197.65,
,,,,,,,,,155.3,
,,,,,,,,,272.13,
,,,,,,,,,174.05,
,,,,,,,,,144.22,
,,,,,,,,,91.43,
,,,,,,,,,148.6,
,,,,,,,,,113.02,
,,,,,,,,,150.87,
,,,,,,,,,242.47,
,,,,,,,,,191.59,
,,,,,,,,,126.96,
,,,,,,,,,160.56,
,,,,,,,,,231.38,
,,,,,,,,,140.98,
,,,,,,,,,121.9,
,,,,,,,,,166.65,
,,,,,,,,,180.01,
,,,,,,,,,130.62,
,,,,,,,,,149.12,
,,,,,,,,,145.11,
,,,,,,,,,131.5,
,,,,,,,,,109.61,
,,,,,,,,,92.82,
,,,,,,,,,189.89,
,,,,,,,,,191.08,
,,,,,,,,,206.85,
,,,,,,,,,81.87,
,,,,,,,,,115.8,
,,,,,,,,,148.19,
,,,,,,,,,172.98,
,,,,,,,,,60.16,
,,,,,,,,,206.04,
,,,,,,,,,211.28,
,,,,,,,,,142.48,
,,,,,,,,,184.32,
,,,,,,,,,81.55,
,,,,,,,,,219.14,
,,,,,,,,,193.54,
,,,,,,,,,205.55,
,,,,,,,,,150.49,
,,,,,,,,,175.51,
,,,,,,,,,119.4,
,,,,,,,,,54.04,
,,,,,,,,,161.5,
,,,,,,,,,176.63,
,,,,,,,,,36.19,
,,,,,,,,,383.05,
,,,,,,,,,154.23,
,,,,,,,,,161.15,
,,,,,,,,,233.08,
,,,,,,,,,99.42,
,,,,,,,,,105.13,
,,,,,,,,,109.33,
,,,,,,,,,154.47,
,,,,,,,,,170.05,
,,,,,,,,,178.99,
,,,,,,,,,196.74,
,,,,,,,,,198.57,
,,,,,,,,,197.69,
,,,,,,,,,80.15,
,,,,,,,,,176.19,
,,,,,,,,,175.24,
,,,,,,,,,77.29,
,,,,,,,,,206.11,
,,,,,,,,,224.27,
,,,,,,,,,85.34,
,,,,,,,,,117.21,
,,,,,,,,,178.89,
,,,,,,,,,100.57,
,,,,,,,,,222.51,
,,,,,,,,,144.15,
,,,,,,,,,87.69,
,,,,,,,,,208.34,
,,,,,,,,,76.3,
,,,,,,,,,116.85,
,,,,,,,,,141.12,
,,,,,,,,,220.88,
,,,,,,,,,103.56,
,,,,,,,,,80.31,
,,,,,,,,,97.47,
,,,,,,,,,165.38,
,,,,,,,,,199.56,
,,,,,,,,,216.08,
,,,,,,,,,198.35,
,,,,,,,,,170.33,
,,,,,,,,,322.74,
,,,,,,,,,252.41,
,,,,,,,,,125.85,
,,,,,,,,,229.18,
,,,,,,,,,285.2,
,,,,,,,,,230.18,
,,,,,,,,,204.3,
,,,,,,,,,135.37,
,,,,,,,,,234.11,
,,,,,,,,,122.46,
,,,,,,,,,37.45,
,,,,,,,,,351.12,
,,,,,,,,,288.04,
,,,,,,,,,138.39,
,,,,,,,,,206.4,
,,,,,,,,,195.68,
,,,,,,,,,284.21,
,,,,,,,,,98.88,
,,,,,,,,,156.03,
,,,,,,,,,250.43,
,,,,,,,,,251.39,
,,,,,,,,,163.08,
,,,,,,,,,79.54,
,,,,,,,,,183.03,
,,,,,,,,,157.22,
,,,,,,,,,96.33,
,,,,,,,,,286.62,
,,,,,,,,,141.94,
,,,,,,,,,153.25,
,,,,,,,,,143.52,
,,,,,,,,,96.22,
,,,,,,,,,261.53,
,,,,,,,,,158.07,
,,,,,,,,,201.36,
,,,,,,,,,151.61,
,,,,,,,,,204.62,
,,,,,,,,,177.68,
,,,,,,,,,213.81,
,,,,,,,,,140.87,
,,,,,,,,,78.48,
,,,,,,,,,181.25,
,,,,,,,,,93.52,
,,,,,,,,,150.38,
,,,,,,,,,74.94,
,,,,,,,,,106.06,
,,,,,,,,,128.92,
,,,,,,,,,423.06,
,,,,,,,,,87.35,
,,,,,,,,,127.96,
,,,,,,,,,88.28,
,,,,,,,,,77.13,
,,,,,,,,,212.61,
,,,,,,,,,167.39,
,,,,,,,,,210.17,
,,,,,,,,,120.62,
,,,,,,,,,193.92,
,,,,,,,,,162.33,
,,,,,,,,,156.55,
,,,,,,,,,83.27,
,,,,,,,,,148.75,
,,,,,,,,,171.94,
,,,,,,,,,95.53,
,,,,,,,,,122.2,
,,,,,,,,,140.67,
,,,,,,,,,181.47,
,,,,,,,,,90.78,
,,,,,,,,,128.59,
,,,,,,,,,177.59,
,,,,,,,,,161.23,
,,,,,,,,,252.42,
,,,,,,,,,101.94,
,,,,,,,,,253.68,
,,,,,,,,,177.93,
,,,,,,,,,126.53,
,,,,,,,,,179.91,
,,,,,,,,,107.5,
,,,,,,,,,69.67,
,,,,,,,,,104.8,
,,,,,,,,,180.95,
,,,,,,,,,167.16,
,,,,,,,,,114.98,
,,,,,,,,,190.46,
,,,,,,,,,110.77,
,,,,,,,,,109.96,
,,,,,,,,,149.51,
,,,,,,,,,93.99,
,,,,,,,,,111.91,
,,,,,,,,,146.5,
,,,,,,,,,157.86,
,,,,,,,,,207.31,
,,,,,,,,,179.83,
,,,,,,,,,129.4,
,,,,,,,,,206.18,
,,,,,,,,,165.8,
,,,,,,,,,121.14,
,,,,,,,,,226.25,
,,,,,,,,,150.76,
,,,,,,,,,107.05,
,,,,,,,,,205.26,
,,,,,,,,,142.57,
,,,,,,,,,271.28,
,,,,,,,,,238.15,
,,,,,,,,,474.03,
,,,,,,,,,135.36,
,,,,,,,,,215.82,
,,,,,,,,,122.69,
,,,,,,,,,62.42,
,,,,,,,,,110.46,
,,,,,,,,,81.79,
,,,,,,,,,163.78,
,,,,,,,,,183.96,
,,,,,,,,,111.44,
,,,,,,,,,219.62,
,,,,,,,,,102.16,
,,,,,,,,,88.22,
,,,,,,,,,130.53,
,,,,,,,,,162.54,
,,,,,,,,,250.28,
,,,,,,,,,131.13,
,,,,,,,,,171.0,
,,,,,,,,,188.66,
,,,,,,,,,157.94,
,,,,,,,,,108.83,
,,,,,,,,,133.04,
,,,,,,,,,113.88,
,,,,,,,,,95.12,
,,,,,,,,,294.14,
,,,,,,,,,120.87,
,,,,,,,,,98.37,
,,,,,,,,,138.91,
,,,,,,,,,209.27,
,,,,,,,,,97.23,
,,,,,,,,,81.72,
,,,,,,,,,152.23,
,,,,,,,,,94.36,
,,,,,,,,,121.2,
,,,,,,,,,170.8,
,,,,,,,,,144.49,
,,,,,,,,,250.82,
,,,,,,,,,142.21,
,,,,,,,,,72.63,
,,,,,,,,,267.62,
,,,,,,,,,245.68,
,,,,,,,,,419.34,
,,,,,,,,,137.24,
,,,,,,,,,181.32,
,,,,,,,,,91.18,
,,,,,,,,,205.53,
,,,,,,,,,133.8,
,,,,,,,,,79.87,
,,,,,,,,,206.69,
,,,,,,,,,152.35,
,,,,,,,,,101.12,
,,,,,,,,,140.3,
,,,,,,,,,108.23,
,,,,,,,,,146.93,
,,,,,,,,,176.1,
,,,,,,,,,93.14,
,,,,,,,,,114.49,
,,,,,,,,,161.52,
,,,,,,,,,213.73,
,,,,,,,,,147.25,
,,,,,,,,,123.81,
,,,,,,,,,172.77,
,,,,,,,,,202.15,
,,,,,,,,,86.69,
,,,,,,,,,137.61,
,,,,,,,,,105.55,
,,,,,,,,,108.3,
,,,,,,,,,76.45,
,,,,,,,,,139.13,
,,,,,,,,,148.94,
,,,,,,,,,231.61,
,,,,,,,,,125.8,
,,,,,,,,,149.1,
,,,,,,,,,89.17,
,,,,,,,,,125.29,
,,,,,,,,,117.22,
,,,,,,,,,133.03,
,,,,,,,,,290.06,
,,,,,,,,,163.58,
,,,,,,,,,139.22,
,,,,,,,,,121.07,
,,,,,,,,,192.09,
,,,,,,,,,222.22,
,,,,,,,,,158.98,
,,,,,,,,,159.87,
,,,,,,,,,170.79,
,,,,,,,,,177.25,
,,,,,,,,,194.61,
,,,,,,,,,212.04,
,,,,,,,,,256.68,
,,,,,,,,,145.21,
,,,,,,,,,57.76,
,,,,,,,,,103.9,
,,,,,,,,,166.29,
,,,,,,,,,64.19,
,,,,,,,,,197.92,
,,,,,,,,,182.51,
,,,,,,,,,178.74,
,,,,,,,,,137.2,
,,,,,,,,,186.32,
,,,,,,,,,170.31,
,,,,,,,,,124.0,
,,,,,,,,,79.86,
,,,,,,,,,161.39,
,,,,,,,,,194.89,
,,,,,,,,,223.29,
,,,,,,,,,143.88,
,,,,,,,,,117.15,
,,,,,,,,,151.6,
,,,,,,,,,216.98,
,,,,,,,,,146.08,
,,,,,,,,,159.66,
,,,,,,,,,82.12,
,,,,,,,,,177.34,
,,,,,,,,,210.13,
,,,,,,,,,106.04,
,,,,,,,,,104.5,
,,,,,,,,,89.13,
,,,,,,,,,225.71,
,,,,,,,,,152.14,
,,,,,,,,,113.78,
,,,,,,,,,110.3,
,,,,,,,,,94.16,
,,,,,,,,,132.36,
,,,,,,,,,51.98,
,,,,,,,,,129.01,
,,,,,,,,,80.95,
,,,,,,,,,198.32,
,,,,,,,,,94.09,
,,,,,,,,,181.2,
,,,,,,,,,201.25,
,,,,,,,,,138.63,
,,,,,,,,,166.03,
,,,,,,,,,231.57,
,,,,,,,,,168.52,
,,,,,,,,,483.55,
,,,,,,,,,144.02,
,,,,,,,,,170.64,
,,,,,,,,,130.07,
,,,,,,,,,158.21,
,,,,,,,,,76.75,
,,,,,,,,,183.24,
,,,,,,,,,82.47,
,,,,,,,,,171.64,
,,,,,,,,,180.15,
,,,,,,,,,145.09,
,,,,,,,,,130.78,
,,,,,,,,,79.07,
,,,,,,,,,91.66,
,,,,,,,,,209.14,
,,,,,,,,,128.96,
,,,,,,,,,247.52,
,,,,,,,,,164.6,
,,,,,,,,,203.95,
,,,,,,,,,151.56,
,,,,,,,,,100.88,
,,,,,,,,,104.23,
,,,,,,,,,237.34,
,,,,,,,,,216.0,
,,,,,,,,,135.32,
,,,,,,,,,91.29,
,,,,,,,,,138.31,
,,,,,,,,,198.0,
,,,,,,,,,198.81,
,,,,,,,,,130.52,
,,,,,,,,,116.82,
,,,,,,,,,159.73,
,,,,,,,,,63.01,
,,,,,,,,,323.76,
,,,,,,,,,214.87,
,,,,,,,,,178.43,
,,,,,,,,,138.83,
,,,,,,,,,154.02,
,,,,,,,,,207.57,
,,,,,,,,,201.46,
,,,,,,,,,283.03,
,,,,,,,,,463.81,
,,,,,,,,,169.2,
,,,,,,,,,71.12,
,,,,,,,,,289.22,
,,,,,,,,,209.84,
,,,,,,,,,213.13,
,,,,,,,,,163.67,
,,,,,,,,,276.12,
,,,,,,,,,189.71,
,,,,,,,,,134.86,
,,,,,,,,,171.07,
,,,,,,,,,156.63,
,,,,,,,,,178.75,
,,,,,,,,,194.44,
,,,,,,,,,149.79,
,,,,,,,,,109.46,
,,,,,,,,,90.99,
,,,,,,,,,401.93,
,,,,,,,,,271.36,
,,,,,,,,,221.55,
,,,,,,,,,422.71,
,,,,,,,,,402.2,
,,,,,,,,,250.25,
,,,,,,,,,239.95,
,,,,,,,,,77.16,
,,,,,,,,,120.81,
,,,,,,,,,156.11,
,,,,,,,,,148.01,
,,,,,,,,,86.84,
,,,,,,,,,83.19,
,,,,,,,,,167.76,
,,,,,,,,,199.07,
,,,,,,,,,149.0,
,,,,,,,,,110.16,
,,,,,,,,,138.78,
,,,,,,,,,148.67,
,,,,,,,,,184.77,
,,,,,,,,,310.59,
,,,,,,,,,515.5,
,,,,,,,,,110.53,
,,,,,,,,,53.86,
,,,,,,,,,171.06,
,,,,,,,,,141.49,
,,,,,,,,,106.01,
,,,,,,,,,174.43,
,,,,,,,,,112.44,
,,,,,,,,,90.18,
,,,,,,,,,145.31,
,,,,,,,,,118.98,
,,,,,,,,,141.23,
,,,,,,,,,159.67,
,,,,,,,,,276.03,
,,,,,,,,,330.12,
,,,,,,,,,88.01,
,,,,,,,,,130.4,
,,,,,,,,,160.91,
,,,,,,,,,230.33,
,,,,,,,,,207.77,
,,,,,,,,,108.94,
,,,,,,,,,75.18,
,,,,,,,,,132.54,
,,,,,,,,,216.66,
,,,,,,,,,219.86,
,,,,,,,,,134.12,
,,,,,,,,,91.57,
,,,,,,,,,152.45,
,,,,,,,,,92.33,
,,,,,,,,,189.73,
,,,,,,,,,178.51,
,,,,,,,,,85.74,
,,,,,,,,,128.48,
,,,,,,,,,232.37,
,,,,,,,,,89.25,
,,,,,,,,,231.75,
,,,,,,,,,193.28,
,,,,,,,,,187.55,
,,,,,,,,,144.98,
,,,,,,,,,153.52,
,,,,,,,,,209.35,
,,,,,,,,,395.08,
,,,,,,,,,160.98,
,,,,,,,,,200.31,
,,,,,,,,,126.44,
,,,,,,,,,86.33,
,,,,,,,,,188.54,
,,,,,,,,,60.26,
,,,,,,,,,192.97,
,,,,,,,,,189.06,
,,,,,,,,,162.0,
,,,,,,,,,136.38,
,,,,,,,,,145.63,
,,,,,,,,,78.53,
,,,,,,,,,112.24,
,,,,,,,,,131.46,
,,,,,,,,,182.74,
,,,,,,,,,264.9,
,,,,,,,,,159.31,
,,,,,,,,,154.8,
,,,,,,,,,162.86,
,,,,,,,,,134.45,
,,,,,,,,,184.89,
,,,,,,,,,108.09,
,,,,,,,,,123.14,
,,,,,,,,,165.34,
,,,,,,,,,99.5,
,,,,,,,,,197.26,
,,,,,,,,,215.01,
,,,,,,,,,116.26,
,,,,,,,,,179.55,
,,,,,,,,,111.52,
,,,,,,,,,151.47,
,,,,,,,,,78.54,
,,,,,,,,,128.69,
,,,,,,,,,104.75,
,,,,,,,,,134.15,
,,,,,,,,,197.05,
,,,,,,,,,62.52,
,,,,,,,,,152.09,
,,,,,,,,,200.48,
,,,,,,,,,154.65,
,,,,,,,,,410.24,
,,,,,,,,,152.26,
,,,,,,,,,111.19,
,,,,,,,,,100.34,
