ServiceDate,Routes,RouteName,CurrentRevenue,Ridership,TokenCount,TicketCount,PassCount,BillCount,UnclassifiedRevenue,DumpCount,
,,,126.34,,,,,,,,
,,,5.74,,,,,,,,
,,,1210.19,,,,,,,,
,,,591.58,,,,,,,,
,,,769.19,,,,,,,,
,,,481.31,,,,,,,,
,,,527.06,,,,,,,,
,,,508.57,,,,,,,,
,,,450.0,,,,,,,,
,,,805.58,,,,,,,,
,,,1222.23,,,,,,,,
,,,654.75,,,,,,,,
,,,326.81,,,,,,,,
,,,585.2,,,,,,,,
,,,692.95,,,,,,,,
,,,438.94,,,,,,,,
,,,614.11,,,,,,,,
,,,503.79,,,,,,,,
,,,490.64,,,,,,,,
,,,684.0,,,,,,,,
,,,421.95,,,,,,,,
,,,55.55,,,,,,,,
,,,581.68,,,,,,,,
,,,424.12,,,,,,,,
,,,597.31,,,,,,,,
,,,304.25,,,,,,,,
,,,5.35,,,,,,,,
,,,546.64,,,,,,,,
,,,189.91,,,,,,,,
,,,194.61,,,,,,,,
,,,810.16,,,,,,,,
,,,54.14,,,,,,,,
,,,862.73,,,,,,,,
,,,824.39,,,,,,,,
,,,253.13,,,,,,,,
,,,635.38,,,,,,,,
,,,665.78,,,,,,,,
,,,438.7,,,,,,,,
,,,424.51,,,,,,,,
,,,56.71,,,,,,,,
,,,248.32,,,,,,,,
,,,612.98,,,,,,,,
,,,1363.04,,,,,,,,
,,,163.07,,,,,,,,
,,,367.1,,,,,,,,
,,,251.83,,,,,,,,
,,,376.64,,,,,,,,
,,,1940.35,,,,,,,,
,,,359.18,,,,,,,,
,,,1044.76,,,,,,,,
,,,677.72,,,,,,,,
,,,1207.14,,,,,,,,
,,,1193.73,,,,,,,,
,,,403.4,,,,,,,,
,,,322.25,,,,,,,,
,,,217.9,,,,,,,,
,,,223.96,,,,,,,,
,,,99.85,,,,,,,,
,,,122.64,,,,,,,,
,,,280.88,,,,,,,,
,,,125.4,,,,,,,,
,,,80.17,,,,,,,,
,,,205.54,,,,,,,,
,,,135.03,,,,,,,,
,,,281.34,,,,,,,,
,,,198.06,,,,,,,,
,,,202.28,,,,,,,,
,,,154.3,,,,,,,,
,,,145.92,,,,,,,,
,,,126.66,,,,,,,,
,,,166.34,,,,,,,,
,,,68.03,,,,,,,,
,,,470.84,,,,,,,,
,,,87.21,,,,,,,,
,,,48.5,,,,,,,,
,,,53.97,,,,,,,,
,,,125.19,,,,,,,,
,,,207.44,,,,,,,,
,,,205.78,,,,,,,,
,,,1174.94,,,,,,,,
,,,521.86,,,,,,,,
,,,788.47,,,,,,,,
,,,554.96,,,,,,,,
,,,88.58,,,,,,,,
,,,484.21,,,,,,,,
,,,513.26,,,,,,,,
,,,416.34,,,,,,,,
,,,931.2,,,,,,,,
,,,157.62,,,,,,,,
,,,1271.51,,,,,,,,
,,,569.59,,,,,,,,
,,,335.02,,,,,,,,
,,,512.66,,,,,,,,
,,,696.23,,,,,,,,
,,,456.57,,,,,,,,
,,,737.33,,,,,,,,
,,,467.47,,,,,,,,
,,,432.47,,,,,,,,
,,,732.42,,,,,,,,
,,,392.27,,,,,,,,
,,,602.83,,,,,,,,
,,,595.07,,,,,,,,
,,,284.47,,,,,,,,
,,,13.42,,,,,,,,
,,,514.94,,,,,,,,
,,,116.45,,,,,,,,
,,,142.12,,,,,,,,
,,,252.75,,,,,,,,
,,,470.01,,,,,,,,
,,,235.0,,,,,,,,
,,,727.93,,,,,,,,
,,,839.45,,,,,,,,
,,,717.13,,,,,,,,
,,,186.43,,,,,,,,
,,,358.7,,,,,,,,
,,,812.49,,,,,,,,
,,,636.34,,,,,,,,
,,,437.07,,,,,,,,
,,,399.95,,,,,,,,
,,,98.08,,,,,,,,
,,,142.28,,,,,,,,
,,,277.61,,,,,,,,
,,,879.45,,,,,,,,
,,,552.2,,,,,,,,
,,,1465.15,,,,,,,,
,,,393.12,,,,,,,,
,,,245.02,,,,,,,,
,,,360.72,,,,,,,,
,,,381.33,,,,,,,,
,,,2051.64,,,,,,,,
,,,1101.46,,,,,,,,
,,,796.09,,,,,,,,
,,,1126.68,,,,,,,,
,,,1186.3,,,,,,,,
,,,305.64,,,,,,,,
,,,250.01,,,,,,,,
,,,29.47,,,,,,,,
,,,191.39,,,,,,,,
,,,121.69,,,,,,,,
,,,90.47,,,,,,,,
,,,99.9,,,,,,,,
,,,272.57,,,,,,,,
,,,111.74,,,,,,,,
,,,300.3,,,,,,,,
,,,207.37,,,,,,,,
,,,145.17,,,,,,,,
,,,85.18,,,,,,,,
,,,155.51,,,,,,,,
,,,62.32,,,,,,,,
,,,588.77,,,,,,,,
,,,98.96,,,,,,,,
,,,135.06,,,,,,,,
,,,202.69,,,,,,,,
,,,255.45,,,,,,,,
,,,130.66,,,,,,,,
,,,1255.54,,,,,,,,
,,,520.74,,,,,,,,
,,,730.42,,,,,,,,
,,,469.06,,,,,,,,
,,,468.6,,,,,,,,
,,,467.08,,,,,,,,
,,,533.69,,,,,,,,
,,,908.89,,,,,,,,
,,,201.14,,,,,,,,
,,,1267.96,,,,,,,,
,,,631.25,,,,,,,,
,,,620.69,,,,,,,,
,,,611.42,,,,,,,,
,,,674.01,,,,,,,,
,,,558.45,,,,,,,,
,,,545.67,,,,,,,,
,,,756.96,,,,,,,,
,,,390.87,,,,,,,,
,,,538.91,,,,,,,,
,,,452.28,,,,,,,,
,,,617.22,,,,,,,,
,,,20.45,,,,,,,,
,,,519.52,,,,,,,,
,,,91.22,,,,,,,,
,,,185.45,,,,,,,,
,,,497.1,,,,,,,,
,,,215.43,,,,,,,,
,,,713.21,,,,,,,,
,,,886.33,,,,,,,,
,,,837.17,,,,,,,,
,,,253.22,,,,,,,,
,,,783.62,,,,,,,,
,,,410.13,,,,,,,,
,,,437.86,,,,,,,,
,,,84.99,,,,,,,,
,,,104.78,,,,,,,,
,,,279.88,,,,,,,,
,,,850.36,,,,,,,,
,,,520.64,,,,,,,,
,,,1401.05,,,,,,,,
,,,411.14,,,,,,,,
,,,300.39,,,,,,,,
,,,334.11,,,,,,,,
,,,2131.98,,,,,,,,
,,,357.94,,,,,,,,
,,,1082.98,,,,,,,,
,,,1082.13,,,,,,,,
,,,1211.8,,,,,,,,
,,,430.54,,,,,,,,
,,,70.67,,,,,,,,
,,,139.53,,,,,,,,
,,,82.2,,,,,,,,
,,,254.66,,,,,,,,
,,,185.35,,,,,,,,
,,,77.57,,,,,,,,
,,,300.78,,,,,,,,
,,,129.49,,,,,,,,
,,,293.61,,,,,,,,
,,,185.17,,,,,,,,
,,,202.35,,,,,,,,
,,,188.75,,,,,,,,
,,,148.87,,,,,,,,
,,,193.07,,,,,,,,
,,,123.67,,,,,,,,
,,,61.33,,,,,,,,
,,,461.22,,,,,,,,
,,,167.63,,,,,,,,
,,,149.04,,,,,,,,
,,,141.98,,,,,,,,
,,,191.06,,,,,,,,
,,,138.88,,,,,,,,
,,,1236.72,,,,,,,,
,,,578.89,,,,,,,,
,,,809.89,,,,,,,,
,,,455.39,,,,,,,,
,,,89.05,,,,,,,,
,,,559.49,,,,,,,,
,,,462.52,,,,,,,,
,,,1098.32,,,,,,,,
,,,268.0,,,,,,,,
,,,1366.83,,,,,,,,
,,,611.67,,,,,,,,
,,,304.91,,,,,,,,
,,,496.95,,,,,,,,
,,,842.93,,,,,,,,
,,,450.71,,,,,,,,
,,,717.99,,,,,,,,
,,,644.16,,,,,,,,
,,,595.23,,,,,,,,
,,,757.8,,,,,,,,
,,,399.92,,,,,,,,
,,,65.17,,,,,,,,
,,,538.31,,,,,,,,
,,,506.7,,,,,,,,
,,,529.62,,,,,,,,
,,,262.39,,,,,,,,
,,,23.85,,,,,,,,
,,,577.56,,,,,,,,
,,,269.38,,,,,,,,
,,,194.46,,,,,,,,
,,,509.82,,,,,,,,
,,,821.29,,,,,,,,
,,,71.39,,,,,,,,
,,,803.43,,,,,,,,
,,,798.7,,,,,,,,
,,,304.26,,,,,,,,
,,,345.57,,,,,,,,
,,,721.73,,,,,,,,
,,,724.29,,,,,,,,
,,,378.48,,,,,,,,
,,,423.35,,,,,,,,
,,,136.3,,,,,,,,
,,,813.95,,,,,,,,
,,,545.94,,,,,,,,
,,,1579.7,,,,,,,,
,,,403.9,,,,,,,,
,,,453.4,,,,,,,,
,,,223.99,,,,,,,,
,,,343.78,,,,,,,,
,,,2078.29,,,,,,,,
,,,381.37,,,,,,,,
,,,1063.87,,,,,,,,
,,,783.07,,,,,,,,
,,,1265.52,,,,,,,,
,,,1136.07,,,,,,,,
,,,255.69,,,,,,,,
,,,140.76,,,,,,,,
,,,7.75,,,,,,,,
,,,225.04,,,,,,,,
,,,133.75,,,,,,,,
,,,98.27,,,,,,,,
,,,79.85,,,,,,,,
,,,288.22,,,,,,,,
,,,266.51,,,,,,,,
,,,206.45,,,,,,,,
,,,219.68,,,,,,,,
,,,152.23,,,,,,,,
,,,240.22,,,,,,,,
,,,193.09,,,,,,,,
,,,90.02,,,,,,,,
,,,136.54,,,,,,,,
,,,466.43,,,,,,,,
,,,102.48,,,,,,,,
,,,56.42,,,,,,,,
,,,226.32,,,,,,,,
,,,112.46,,,,,,,,
,,,79.04,,,,,,,,
,,,33.9,,,,,,,,
,,,849.27,,,,,,,,
,,,594.03,,,,,,,,
,,,318.18,,,,,,,,
,,,278.82,,,,,,,,
,,,164.27,,,,,,,,
,,,752.24,,,,,,,,
,,,160.17,,,,,,,,
,,,864.3,,,,,,,,
,,,331.27,,,,,,,,
,,,258.29,,,,,,,,
,,,344.7,,,,,,,,
,,,457.52,,,,,,,,
,,,314.56,,,,,,,,
,,,369.13,,,,,,,,
,,,260.25,,,,,,,,
,,,522.7,,,,,,,,
,,,223.17,,,,,,,,
,,,53.4,,,,,,,,
,,,460.39,,,,,,,,
,,,356.56,,,,,,,,
,,,454.02,,,,,,,,
,,,134.46,,,,,,,,
,,,418.96,,,,,,,,
,,,91.71,,,,,,,,
,,,167.16,,,,,,,,
,,,188.47,,,,,,,,
,,,355.05,,,,,,,,
,,,345.78,,,,,,,,
,,,181.47,,,,,,,,
,,,589.57,,,,,,,,
,,,52.14,,,,,,,,
,,,805.87,,,,,,,,
,,,695.76,,,,,,,,
,,,211.9,,,,,,,,
,,,305.02,,,,,,,,
,,,605.9,,,,,,,,
,,,637.23,,,,,,,,
,,,226.01,,,,,,,,
,,,303.08,,,,,,,,
,,,200.51,,,,,,,,
,,,219.82,,,,,,,,
,,,504.61,,,,,,,,
,,,368.19,,,,,,,,
,,,1206.63,,,,,,,,
,,,602.16,,,,,,,,
,,,299.38,,,,,,,,
,,,153.94,,,,,,,,
,,,224.41,,,,,,,,
,,,223.62,,,,,,,,
,,,1561.44,,,,,,,,
,,,133.93,,,,,,,,
,,,501.52,,,,,,,,
,,,850.45,,,,,,,,
,,,858.05,,,,,,,,
,,,267.09,,,,,,,,
,,,99.74,,,,,,,,
,,,62.65,,,,,,,,
,,,146.88,,,,,,,,
,,,56.98,,,,,,,,
,,,60.65,,,,,,,,
,,,84.66,,,,,,,,
,,,105.02,,,,,,,,
,,,101.11,,,,,,,,
,,,179.31,,,,,,,,
,,,195.25,,,,,,,,
,,,137.72,,,,,,,,
,,,141.7,,,,,,,,
,,,115.47,,,,,,,,
,,,74.17,,,,,,,,
,,,115.62,,,,,,,,
,,,14.68,,,,,,,,
,,,279.75,,,,,,,,
,,,60.97,,,,,,,,
,,,53.56,,,,,,,,
,,,91.34,,,,,,,,
,,,99.64,,,,,,,,
,,,102.89,,,,,,,,
,,,21.5,,,,,,,,
,,,51.05,,,,,,,,
,,,494.69,,,,,,,,
,,,318.71,,,,,,,,
,,,336.98,,,,,,,,
,,,298.98,,,,,,,,
,,,100.77,,,,,,,,
,,,620.71,,,,,,,,
,,,42.8,,,,,,,,
,,,696.17,,,,,,,,
,,,365.66,,,,,,,,
,,,159.05,,,,,,,,
,,,263.37,,,,,,,,
,,,414.51,,,,,,,,
,,,239.98,,,,,,,,
,,,442.79,,,,,,,,
,,,338.66,,,,,,,,
,,,165.42,,,,,,,,
,,,322.11,,,,,,,,
,,,51.83,,,,,,,,
,,,355.41,,,,,,,,
,,,206.47,,,,,,,,
,,,362.59,,,,,,,,
,,,106.47,,,,,,,,
,,,358.74,,,,,,,,
,,,58.1,,,,,,,,
,,,134.99,,,,,,,,
,,,539.63,,,,,,,,
,,,488.99,,,,,,,,
,,,559.79,,,,,,,,
,,,112.64,,,,,,,,
,,,265.05,,,,,,,,
,,,404.74,,,,,,,,
,,,218.97,,,,,,,,
,,,263.52,,,,,,,,
,,,82.41,,,,,,,,
,,,192.63,,,,,,,,
,,,415.45,,,,,,,,
,,,267.98,,,,,,,,
,,,888.22,,,,,,,,
,,,346.85,,,,,,,,
,,,148.54,,,,,,,,
,,,1150.75,,,,,,,,
,,,110.38,,,,,,,,
,,,383.08,,,,,,,,
,,,719.52,,,,,,,,
,,,185.24,,,,,,,,
,,,54.87,,,,,,,,
,,,65.1,,,,,,,,
,,,58.39,,,,,,,,
,,,164.34,,,,,,,,
,,,100.63,,,,,,,,
,,,65.35,,,,,,,,
,,,46.99,,,,,,,,
,,,135.6,,,,,,,,
,,,133.8,,,,,,,,
,,,117.82,,,,,,,,
,,,4.41,,,,,,,,
,,,94.78,,,,,,,,
,,,202.1,,,,,,,,
,,,91.9,,,,,,,,
,,,101.1,,,,,,,,
,,,1330.96,,,,,,,,
,,,598.82,,,,,,,,
,,,712.77,,,,,,,,
,,,478.67,,,,,,,,
,,,92.9,,,,,,,,
,,,381.12,,,,,,,,
,,,406.81,,,,,,,,
,,,76.93,,,,,,,,
,,,823.48,,,,,,,,
,,,184.86,,,,,,,,
,,,1185.05,,,,,,,,
,,,753.07,,,,,,,,
,,,541.83,,,,,,,,
,,,642.24,,,,,,,,
,,,697.7,,,,,,,,
,,,442.2,,,,,,,,
,,,549.84,,,,,,,,
,,,582.01,,,,,,,,
,,,336.35,,,,,,,,
,,,504.24,,,,,,,,
,,,434.75,,,,,,,,
,,,626.65,,,,,,,,
,,,12.39,,,,,,,,
,,,599.25,,,,,,,,
,,,81.68,,,,,,,,
,,,214.45,,,,,,,,
,,,531.52,,,,,,,,
,,,207.03,,,,,,,,
,,,896.0,,,,,,,,
,,,872.64,,,,,,,,
,,,735.45,,,,,,,,
,,,193.39,,,,,,,,
,,,695.82,,,,,,,,
,,,910.09,,,,,,,,
,,,437.94,,,,,,,,
,,,426.58,,,,,,,,
,,,229.57,,,,,,,,
,,,702.39,,,,,,,,
,,,610.14,,,,,,,,
,,,1268.89,,,,,,,,
,,,172.81,,,,,,,,
,,,376.7,,,,,,,,
,,,245.36,,,,,,,,
,,,307.58,,,,,,,,
,,,386.37,,,,,,,,
,,,1978.01,,,,,,,,
,,,390.29,,,,,,,,
,,,1027.24,,,,,,,,
,,,748.75,,,,,,,,
,,,1114.65,,,,,,,,
,,,1206.66,,,,,,,,
,,,321.04,,,,,,,,
,,,277.47,,,,,,,,
,,,81.65,,,,,,,,
,,,144.47,,,,,,,,
,,,151.75,,,,,,,,
,,,169.2,,,,,,,,
,,,71.48,,,,,,,,
,,,269.56,,,,,,,,
,,,197.45,,,,,,,,
,,,152.47,,,,,,,,
,,,182.97,,,,,,,,
,,,156.02,,,,,,,,
,,,94.06,,,,,,,,
,,,64.9,,,,,,,,
,,,493.98,,,,,,,,
,,,91.49,,,,,,,,
,,,102.79,,,,,,,,
,,,90.22,,,,,,,,
,,,238.46,,,,,,,,
,,,244.14,,,,,,,,
,,,147.53,,,,,,,,
,,,1154.15,,,,,,,,
,,,542.27,,,,,,,,
,,,709.86,,,,,,,,
,,,400.92,,,,,,,,
,,,70.02,,,,,,,,
,,,487.71,,,,,,,,
,,,548.81,,,,,,,,
,,,422.84,,,,,,,,
,,,71.73,,,,,,,,
,,,873.64,,,,,,,,
,,,1057.31,,,,,,,,
,,,713.26,,,,,,,,
,,,477.83,,,,,,,,
,,,559.94,,,,,,,,
,,,449.74,,,,,,,,
,,,788.0,,,,,,,,
,,,546.7,,,,,,,,
,,,492.52,,,,,,,,
,,,733.19,,,,,,,,
,,,394.26,,,,,,,,
,,,422.25,,,,,,,,
,,,439.02,,,,,,,,
,,,635.73,,,,,,,,
,,,252.06,,,,,,,,
,,,18.95,,,,,,,,
,,,535.97,,,,,,,,
,,,97.33,,,,,,,,
,,,192.02,,,,,,,,
,,,232.17,,,,,,,,
,,,496.88,,,,,,,,
,,,165.66,,,,,,,,
,,,717.15,,,,,,,,
,,,78.05,,,,,,,,
,,,627.88,,,,,,,,
,,,804.51,,,,,,,,
,,,223.4,,,,,,,,
,,,420.12,,,,,,,,
,,,788.4,,,,,,,,
,,,799.96,,,,,,,,
,,,455.79,,,,,,,,
,,,410.04,,,,,,,,
,,,96.2,,,,,,,,
,,,89.88,,,,,,,,
,,,256.57,,,,,,,,
,,,879.58,,,,,,,,
,,,536.23,,,,,,,,
,,,1379.95,,,,,,,,
,,,385.02,,,,,,,,
,,,224.45,,,,,,,,
,,,324.48,,,,,,,,
,,,373.8,,,,,,,,
,,,2101.71,,,,,,,,
,,,382.28,,,,,,,,
,,,1037.08,,,,,,,,
,,,701.68,,,,,,,,
,,,1164.72,,,,,,,,
,,,1243.68,,,,,,,,
,,,329.74,,,,,,,,
,,,293.95,,,,,,,,
,,,293.12,,,,,,,,
,,,44.12,,,,,,,,
,,,167.46,,,,,,,,
,,,88.3,,,,,,,,
,,,268.3,,,,,,,,
,,,164.63,,,,,,,,
,,,78.27,,,,,,,,
,,,211.79,,,,,,,,
,,,42.85,,,,,,,,
,,,232.88,,,,,,,,
,,,157.78,,,,,,,,
,,,211.16,,,,,,,,
,,,131.65,,,,,,,,
,,,111.8,,,,,,,,
,,,50.13,,,,,,,,
,,,507.03,,,,,,,,
,,,156.74,,,,,,,,
,,,131.19,,,,,,,,
,,,113.23,,,,,,,,
,,,139.31,,,,,,,,
,,,182.78,,,,,,,,
,,,250.78,,,,,,,,
,,,1108.46,,,,,,,,
,,,450.25,,,,,,,,
,,,725.41,,,,,,,,
,,,387.65,,,,,,,,
,,,66.91,,,,,,,,
,,,426.24,,,,,,,,
,,,466.99,,,,,,,,
,,,109.89,,,,,,,,
,,,877.78,,,,,,,,
,,,213.9,,,,,,,,
,,,1231.05,,,,,,,,
,,,636.54,,,,,,,,
,,,485.08,,,,,,,,
,,,648.22,,,,,,,,
,,,390.64,,,,,,,,
,,,731.01,,,,,,,,
,,,548.48,,,,,,,,
,,,445.03,,,,,,,,
,,,775.87,,,,,,,,
,,,409.29,,,,,,,,
,,,37.4,,,,,,,,
,,,459.69,,,,,,,,
,,,502.42,,,,,,,,
,,,624.94,,,,,,,,
,,,14.95,,,,,,,,
,,,82.29,,,,,,,,
,,,182.82,,,,,,,,
,,,172.42,,,,,,,,
,,,612.57,,,,,,,,
,,,44.79,,,,,,,,
,,,789.48,,,,,,,,
,,,813.39,,,,,,,,
,,,247.93,,,,,,,,
,,,430.1,,,,,,,,
,,,808.7,,,,,,,,
,,,803.76,,,,,,,,
,,,462.23,,,,,,,,
,,,83.67,,,,,,,,
,,,262.48,,,,,,,,
,,,977.35,,,,,,,,
,,,568.09,,,,,,,,
,,,1464.14,,,,,,,,
,,,237.38,,,,,,,,
,,,363.62,,,,,,,,
,,,267.13,,,,,,,,
,,,316.0,,,,,,,,
,,,409.25,,,,,,,,
,,,2050.85,,,,,,,,
,,,281.46,,,,,,,,
,,,1011.76,,,,,,,,
,,,728.61,,,,,,,,
,,,1260.55,,,,,,,,
,,,1250.92,,,,,,,,
,,,400.22,,,,,,,,
,,,304.34,,,,,,,,
,,,162.97,,,,,,,,
,,,82.76,,,,,,,,
,,,190.7,,,,,,,,
,,,104.15,,,,,,,,
,,,124.05,,,,,,,,
,,,234.17,,,,,,,,
,,,159.76,,,,,,,,
,,,251.36,,,,,,,,
,,,71.4,,,,,,,,
,,,171.7,,,,,,,,
,,,186.85,,,,,,,,
,,,206.55,,,,,,,,
,,,149.61,,,,,,,,
,,,207.95,,,,,,,,
,,,189.82,,,,,,,,
,,,128.73,,,,,,,,
,,,211.71,,,,,,,,
,,,80.59,,,,,,,,
,,,413.53,,,,,,,,
,,,127.34,,,,,,,,
,,,111.76,,,,,,,,
,,,129.65,,,,,,,,
,,,122.94,,,,,,,,
,,,160.75,,,,,,,,
,,,100.72,,,,,,,,
,,,1139.06,,,,,,,,
,,,493.03,,,,,,,,
,,,733.67,,,,,,,,
,,,394.15,,,,,,,,
,,,79.07,,,,,,,,
,,,478.98,,,,,,,,
,,,492.46,,,,,,,,
,,,441.0,,,,,,,,
,,,123.43,,,,,,,,
,,,958.86,,,,,,,,
,,,197.73,,,,,,,,
,,,655.07,,,,,,,,
,,,281.04,,,,,,,,
,,,461.43,,,,,,,,
,,,660.59,,,,,,,,
,,,680.08,,,,,,,,
,,,559.7,,,,,,,,
,,,502.07,,,,,,,,
,,,752.12,,,,,,,,
,,,364.87,,,,,,,,
,,,507.24,,,,,,,,
,,,472.72,,,,,,,,
,,,228.73,,,,,,,,
,,,114.5,,,,,,,,
,,,216.67,,,,,,,,
,,,234.93,,,,,,,,
,,,448.4,,,,,,,,
,,,155.13,,,,,,,,
,,,841.89,,,,,,,,
,,,110.17,,,,,,,,
,,,766.64,,,,,,,,
,,,804.27,,,,,,,,
,,,224.82,,,,,,,,
,,,677.1,,,,,,,,
,,,840.39,,,,,,,,
,,,310.77,,,,,,,,
,,,372.3,,,,,,,,
,,,67.19,,,,,,,,
,,,94.56,,,,,,,,
,,,242.07,,,,,,,,
,,,845.26,,,,,,,,
,,,539.03,,,,,,,,
,,,1398.0,,,,,,,,
,,,185.58,,,,,,,,
,,,386.47,,,,,,,,
,,,256.38,,,,,,,,
,,,345.11,,,,,,,,
,,,392.55,,,,,,,,
,,,1937.58,,,,,,,,
,,,383.32,,,,,,,,
,,,990.76,,,,,,,,
,,,683.23,,,,,,,,
,,,1144.21,,,,,,,,
,,,1189.4,,,,,,,,
,,,475.47,,,,,,,,
,,,303.7,,,,,,,,
,,,137.4,,,,,,,,
,,,93.69,,,,,,,,
,,,206.25,,,,,,,,
,,,113.32,,,,,,,,
,,,93.92,,,,,,,,
,,,230.65,,,,,,,,
,,,118.65,,,,,,,,
,,,76.35,,,,,,,,
,,,270.27,,,,,,,,
,,,197.78,,,,,,,,
,,,190.97,,,,,,,,
,,,207.98,,,,,,,,
,,,129.38,,,,,,,,
,,,105.85,,,,,,,,
,,,73.27,,,,,,,,
,,,334.63,,,,,,,,
,,,54.88,,,,,,,,
,,,87.46,,,,,,,,
,,,129.78,,,,,,,,
,,,141.74,,,,,,,,
,,,171.83,,,,,,,,
,,,233.92,,,,,,,,
,,,77.22,,,,,,,,
,,,1075.9,,,,,,,,
,,,504.95,,,,,,,,
,,,679.31,,,,,,,,
,,,432.49,,,,,,,,
,,,93.02,,,,,,,,
,,,548.03,,,,,,,,
,,,364.33,,,,,,,,
,,,422.79,,,,,,,,
,,,137.12,,,,,,,,
,,,907.09,,,,,,,,
,,,285.1,,,,,,,,
,,,1226.42,,,,,,,,
,,,650.96,,,,,,,,
,,,334.5,,,,,,,,
,,,416.65,,,,,,,,
,,,696.65,,,,,,,,
,,,502.46,,,,,,,,
,,,733.22,,,,,,,,
,,,563.88,,,,,,,,
,,,435.86,,,,,,,,
,,,793.21,,,,,,,,
,,,371.03,,,,,,,,
,,,32.26,,,,,,,,
,,,514.1,,,,,,,,
,,,427.12,,,,,,,,
,,,595.06,,,,,,,,
,,,228.98,,,,,,,,
,,,26.23,,,,,,,,
,,,563.63,,,,,,,,
,,,204.57,,,,,,,,
,,,219.43,,,,,,,,
,,,523.87,,,,,,,,
,,,769.09,,,,,,,,
,,,95.35,,,,,,,,
,,,881.83,,,,,,,,
,,,832.83,,,,,,,,
,,,429.18,,,,,,,,
,,,796.73,,,,,,,,
,,,731.91,,,,,,,,
,,,400.77,,,,,,,,
,,,280.06,,,,,,,,
,,,907.67,,,,,,,,
,,,514.25,,,,,,,,
,,,1494.76,,,,,,,,
,,,348.0,,,,,,,,
,,,375.95,,,,,,,,
,,,239.58,,,,,,,,
,,,383.25,,,,,,,,
,,,2238.58,,,,,,,,
,,,268.71,,,,,,,,
,,,1058.07,,,,,,,,
,,,641.48,,,,,,,,
,,,1280.91,,,,,,,,
,,,1244.48,,,,,,,,
,,,438.95,,,,,,,,
,,,318.08,,,,,,,,
,,,166.08,,,,,,,,
,,,58.25,,,,,,,,
,,,201.43,,,,,,,,
,,,128.89,,,,,,,,
,,,270.11,,,,,,,,
,,,179.99,,,,,,,,
,,,71.87,,,,,,,,
,,,243.07,,,,,,,,
,,,231.41,,,,,,,,
,,,210.69,,,,,,,,
,,,167.29,,,,,,,,
,,,262.45,,,,,,,,
,,,139.77,,,,,,,,
,,,137.71,,,,,,,,
,,,144.74,,,,,,,,
,,,63.3,,,,,,,,
,,,366.19,,,,,,,,
,,,116.69,,,,,,,,
,,,57.17,,,,,,,,
,,,102.76,,,,,,,,
,,,186.6,,,,,,,,
,,,159.39,,,,,,,,
,,,717.68,,,,,,,,
,,,343.51,,,,,,,,
,,,477.37,,,,,,,,
,,,208.99,,,,,,,,
,,,345.97,,,,,,,,
,,,290.75,,,,,,,,
,,,276.52,,,,,,,,
,,,730.16,,,,,,,,
,,,233.4,,,,,,,,
,,,151.28,,,,,,,,
,,,780.73,,,,,,,,
,,,320.46,,,,,,,,
,,,203.01,,,,,,,,
,,,440.82,,,,,,,,
,,,442.12,,,,,,,,
,,,268.05,,,,,,,,
,,,518.39,,,,,,,,
,,,325.31,,,,,,,,
,,,239.84,,,,,,,,
,,,450.14,,,,,,,,
,,,202.71,,,,,,,,
,,,74.05,,,,,,,,
,,,358.38,,,,,,,,
,,,207.16,,,,,,,,
,,,442.63,,,,,,,,
,,,158.97,,,,,,,,
,,,323.92,,,,,,,,
,,,84.33,,,,,,,,
,,,122.96,,,,,,,,
,,,190.48,,,,,,,,
,,,409.06,,,,,,,,
,,,233.83,,,,,,,,
,,,164.94,,,,,,,,
,,,582.64,,,,,,,,
,,,41.22,,,,,,,,
,,,662.02,,,,,,,,
,,,706.95,,,,,,,,
,,,232.42,,,,,,,,
,,,380.09,,,,,,,,
,,,465.67,,,,,,,,
,,,611.38,,,,,,,,
,,,151.26,,,,,,,,
,,,148.71,,,,,,,,
,,,566.29,,,,,,,,
,,,379.04,,,,,,,,
,,,1054.29,,,,,,,,
,,,496.22,,,,,,,,
,,,182.27,,,,,,,,
,,,194.97,,,,,,,,
,,,1514.11,,,,,,,,
,,,188.92,,,,,,,,
,,,566.0,,,,,,,,
,,,482.34,,,,,,,,
,,,862.31,,,,,,,,
,,,975.33,,,,,,,,
,,,205.7,,,,,,,,
,,,218.86,,,,,,,,
,,,45.1,,,,,,,,
,,,172.35,,,,,,,,
,,,63.28,,,,,,,,
,,,177.47,,,,,,,,
,,,118.82,,,,,,,,
,,,64.47,,,,,,,,
,,,94.45,,,,,,,,
,,,152.37,,,,,,,,
,,,129.07,,,,,,,,
,,,161.25,,,,,,,,
,,,144.17,,,,,,,,
,,,232.33,,,,,,,,
,,,43.35,,,,,,,,
,,,121.7,,,,,,,,
,,,117.01,,,,,,,,
,,,84.48,,,,,,,,
,,,65.65,,,,,,,,
,,,514.98,,,,,,,,
,,,242.44,,,,,,,,
,,,205.55,,,,,,,,
,,,183.06,,,,,,,,
,,,197.29,,,,,,,,
,,,202.91,,,,,,,,
,,,109.25,,,,,,,,
,,,477.15,,,,,,,,
,,,73.75,,,,,,,,
,,,644.49,,,,,,,,
,,,206.51,,,,,,,,
,,,335.26,,,,,,,,
,,,251.16,,,,,,,,
,,,320.59,,,,,,,,
,,,294.97,,,,,,,,
,,,174.91,,,,,,,,
,,,390.04,,,,,,,,
,,,160.94,,,,,,,,
