ServiceDate,Routes,RouteName,CurrentRevenue,Ridership,TokenCount,TicketCount,PassCount,BillCount,UnclassifiedRevenue,DumpCount,
,,,541.28,,,,,,14.31,,
,,,454.12,,,,,,28.81,,
,,,556.47,,,,,,55.68,,
,,,272.38,,,,,,36.36,,
,,,37.07,,,,,,44.7,,
,,,516.18,,,,,,24.03,,
,,,141.5,,,,,,103.81,,
,,,195.29,,,,,,65.04,,
,,,227.52,,,,,,74.13,,
,,,435.03,,,,,,27.66,,
,,,239.73,,,,,,76.8,,
,,,707.8,,,,,,32.75,,
,,,50.92,,,,,,48.49,,
,,,745.0,,,,,,36.72,,
,,,801.75,,,,,,75.08,,
,,,238.76,,,,,,109.06,,
,,,487.73,,,,,,57.34,,
,,,778.4,,,,,,56.29,,
,,,726.58,,,,,,84.88,,
,,,403.57,,,,,,39.14,,
,,,437.02,,,,,,62.83,,
,,,125.74,,,,,,27.71,,
,,,142.42,,,,,,41.94,,
,,,262.64,,,,,,30.87,,
,,,870.91,,,,,,55.95,,
,,,505.77,,,,,,39.66,,
,,,1448.52,,,,,,44.39,,
,,,401.99,,,,,,66.57,,
,,,352.72,,,,,,64.01,,
,,,291.9,,,,,,54.48,,
,,,268.24,,,,,,14.47,,
,,,412.53,,,,,,63.53,,
,,,1560.22,,,,,,42.41,,
,,,323.59,,,,,,28.77,,
,,,927.71,,,,,,52.25,,
,,,721.81,,,,,,39.88,,
,,,1172.57,,,,,,0.69,,
,,,1095.73,,,,,,24.63,,
,,,369.36,,,,,,33.45,,
,,,305.43,,,,,,78.95,,
,,,184.73,,,,,,98.46,,
,,,40.7,,,,,,34.13,,
,,,133.67,,,,,,60.85,,
,,,118.45,,,,,,36.95,,
,,,124.48,,,,,,38.31,,
,,,239.89,,,,,,54.13,,
,,,70.22,,,,,,31.36,,
,,,301.5,,,,,,53.2,,
,,,152.88,,,,,,77.38,,
,,,217.87,,,,,,0.06,,
,,,117.83,,,,,,12.77,,
,,,288.5,,,,,,32.27,,
,,,83.92,,,,,,66.68,,
,,,212.44,,,,,,35.64,,
,,,274.7,,,,,,39.51,,
,,,402.93,,,,,,25.79,,
,,,58.8,,,,,,26.3,,
,,,28.49,,,,,,94.9,,
,,,162.64,,,,,,102.99,,
,,,168.8,,,,,,55.5,,
,,,158.17,,,,,,90.54,,
,,,170.26,,,,,,54.11,,
,,,120.86,,,,,,66.59,,
,,,1180.51,,,,,,40.52,,
,,,431.83,,,,,,56.99,,
,,,826.3,,,,,,44.91,,
,,,488.7,,,,,,36.12,,
,,,97.46,,,,,,28.78,,
,,,538.29,,,,,,61.76,,
,,,463.0,,,,,,13.83,,
,,,321.46,,,,,,86.64,,
,,,173.46,,,,,,40.67,,
,,,915.89,,,,,,74.56,,
,,,228.86,,,,,,45.66,,
,,,1066.66,,,,,,3.29,,
,,,659.8,,,,,,68.68,,
,,,273.31,,,,,,33.84,,
,,,594.04,,,,,,23.92,,
,,,603.89,,,,,,77.72,,
,,,453.49,,,,,,76.83,,
,,,828.82,,,,,,61.18,,
,,,437.05,,,,,,56.22,,
,,,400.28,,,,,,71.53,,
,,,616.04,,,,,,42.71,,
,,,359.49,,,,,,53.83,,
,,,32.9,,,,,,55.55,,
,,,485.17,,,,,,25.74,,
,,,498.61,,,,,,49.33,,
,,,597.79,,,,,,36.11,,
,,,265.42,,,,,,61.01,,
,,,6.95,,,,,,83.0,,
,,,531.03,,,,,,43.59,,
,,,89.66,,,,,,59.72,,
,,,159.45,,,,,,54.46,,
,,,218.03,,,,,,40.37,,
,,,413.44,,,,,,42.36,,
,,,255.84,,,,,,34.34,,
,,,703.39,,,,,,20.22,,
,,,34.39,,,,,,59.34,,
,,,847.42,,,,,,65.74,,
,,,901.84,,,,,,35.07,,
,,,483.08,,,,,,76.17,,
,,,757.64,,,,,,50.78,,
,,,784.33,,,,,,89.65,,
,,,285.8,,,,,,62.0,,
,,,374.35,,,,,,65.83,,
,,,88.35,,,,,,32.54,,
,,,197.7,,,,,,28.25,,
,,,282.67,,,,,,57.38,,
,,,820.53,,,,,,66.63,,
,,,586.85,,,,,,64.98,,
,,,1514.21,,,,,,32.73,,
,,,556.79,,,,,,0.54,,
,,,373.28,,,,,,28.73,,
,,,227.91,,,,,,52.6,,
,,,354.44,,,,,,50.04,,
,,,2038.25,,,,,,1.28,,
,,,279.02,,,,,,0.72,,
,,,908.16,,,,,,72.83,,
,,,767.36,,,,,,28.64,,
,,,1158.66,,,,,,39.18,,
,,,1233.59,,,,,,51.35,,
,,,326.48,,,,,,13.29,,
,,,261.46,,,,,,63.76,,
,,,196.48,,,,,,87.68,,
,,,112.16,,,,,,23.82,,
,,,144.52,,,,,,26.52,,
,,,120.35,,,,,,63.91,,
,,,124.68,,,,,,22.43,,
,,,162.33,,,,,,46.0,,
,,,337.34,,,,,,30.8,,
,,,131.25,,,,,,41.36,,
,,,246.48,,,,,,67.52,,
,,,189.62,,,,,,41.67,,
,,,143.27,,,,,,32.3,,
,,,57.47,,,,,,62.56,,
,,,178.16,,,,,,82.77,,
,,,367.47,,,,,,55.4,,
,,,353.69,,,,,,71.13,,
,,,72.69,,,,,,48.71,,
,,,47.82,,,,,,44.5,,
,,,177.56,,,,,,30.74,,
,,,170.11,,,,,,0.52,,
,,,166.53,,,,,,87.24,,
,,,116.2,,,,,,95.36,,
,,,1143.72,,,,,,66.31,,
,,,387.11,,,,,,72.39,,
,,,663.49,,,,,,32.64,,
,,,541.02,,,,,,81.09,,
,,,95.47,,,,,,49.63,,
,,,425.82,,,,,,25.33,,
,,,453.01,,,,,,53.25,,
,,,393.03,,,,,,45.73,,
,,,130.46,,,,,,26.62,,
,,,942.62,,,,,,95.41,,
,,,260.5,,,,,,57.82,,
,,,658.06,,,,,,53.05,,
,,,271.83,,,,,,13.28,,
,,,540.96,,,,,,46.98,,
,,,607.58,,,,,,43.94,,
,,,527.68,,,,,,54.42,,
,,,799.4,,,,,,28.47,,
,,,537.07,,,,,,39.7,,
,,,412.96,,,,,,60.04,,
,,,698.17,,,,,,40.14,,
,,,392.83,,,,,,35.61,,
,,,506.87,,,,,,40.34,,
,,,418.11,,,,,,76.05,,
,,,564.67,,,,,,93.7,,
,,,287.03,,,,,,55.93,,
,,,12.35,,,,,,1.22,,
,,,534.16,,,,,,67.89,,
,,,85.75,,,,,,55.43,,
,,,224.65,,,,,,33.31,,
,,,277.99,,,,,,27.96,,
,,,434.7,,,,,,46.24,,
,,,286.7,,,,,,51.84,,
,,,606.16,,,,,,41.37,,
,,,63.72,,,,,,66.35,,
,,,921.68,,,,,,42.34,,
,,,746.56,,,,,,48.34,,
,,,400.73,,,,,,39.41,,
,,,661.24,,,,,,30.63,,
,,,369.32,,,,,,37.82,,
,,,367.78,,,,,,1.54,,
,,,90.05,,,,,,33.72,,
,,,200.96,,,,,,46.58,,
,,,271.92,,,,,,70.95,,
,,,807.92,,,,,,26.8,,
,,,564.35,,,,,,55.39,,
,,,1583.29,,,,,,73.53,,
,,,533.54,,,,,,14.77,,
,,,388.17,,,,,,46.36,,
,,,300.06,,,,,,60.41,,
,,,264.32,,,,,,45.92,,
,,,366.68,,,,,,79.61,,
,,,2109.3,,,,,,85.74,,
,,,272.9,,,,,,54.97,,
,,,866.68,,,,,,60.78,,
,,,1142.62,,,,,,56.38,,
,,,1088.25,,,,,,74.26,,
,,,345.8,,,,,,26.9,,
,,,230.77,,,,,,35.31,,
,,,180.13,,,,,,63.34,,
,,,139.33,,,,,,110.71,,
,,,121.15,,,,,,74.64,,
,,,105.88,,,,,,49.88,,
,,,215.06,,,,,,13.21,,
,,,173.25,,,,,,51.95,,
,,,100.69,,,,,,0.84,,
,,,309.15,,,,,,0.39,,
,,,135.84,,,,,,55.59,,
,,,230.36,,,,,,35.43,,
,,,189.64,,,,,,39.12,,
,,,135.17,,,,,,15.88,,
,,,111.59,,,,,,37.77,,
,,,148.44,,,,,,41.98,,
,,,361.33,,,,,,65.6,,
,,,396.97,,,,,,59.67,,
,,,78.17,,,,,,34.75,,
,,,116.94,,,,,,41.87,,
,,,122.19,,,,,,56.32,,
,,,136.62,,,,,,61.21,,
,,,220.1,,,,,,55.92,,
,,,1005.27,,,,,,27.16,,
,,,486.58,,,,,,80.21,,
,,,874.34,,,,,,24.27,,
,,,429.22,,,,,,35.21,,
,,,367.24,,,,,,59.0,,
,,,494.73,,,,,,43.54,,
,,,449.46,,,,,,73.77,,
,,,145.97,,,,,,54.6,,
,,,893.93,,,,,,71.18,,
,,,233.01,,,,,,87.97,,
,,,1082.14,,,,,,52.98,,
,,,733.72,,,,,,79.06,,
,,,325.56,,,,,,44.6,,
,,,514.09,,,,,,39.56,,
,,,508.28,,,,,,32.89,,
,,,421.86,,,,,,33.56,,
,,,837.75,,,,,,71.5,,
,,,503.06,,,,,,81.89,,
,,,511.58,,,,,,79.7,,
,,,726.44,,,,,,80.43,,
,,,372.87,,,,,,50.18,,
,,,75.3,,,,,,27.35,,
,,,551.71,,,,,,21.99,,
,,,390.4,,,,,,42.06,,
,,,481.39,,,,,,100.41,,
,,,256.11,,,,,,73.59,,
,,,596.82,,,,,,50.63,,
,,,108.68,,,,,,60.45,,
,,,224.08,,,,,,63.25,,
,,,504.87,,,,,,42.68,,
,,,218.07,,,,,,50.55,,
,,,612.73,,,,,,34.85,,
,,,52.42,,,,,,24.8,,
,,,776.28,,,,,,50.59,,
,,,876.52,,,,,,37.54,,
,,,198.56,,,,,,43.01,,
,,,425.52,,,,,,63.85,,
,,,738.89,,,,,,91.34,,
,,,780.9,,,,,,57.66,,
,,,294.69,,,,,,62.91,,
,,,490.74,,,,,,51.2,,
,,,111.1,,,,,,44.25,,
,,,121.88,,,,,,39.05,,
,,,250.4,,,,,,60.42,,
,,,729.65,,,,,,27.26,,
,,,524.58,,,,,,71.4,,
,,,1495.14,,,,,,34.33,,
,,,502.47,,,,,,31.15,,
,,,341.56,,,,,,59.58,,
,,,345.55,,,,,,34.94,,
,,,235.3,,,,,,52.34,,
,,,331.04,,,,,,45.86,,
,,,1984.52,,,,,,43.2,,
,,,281.21,,,,,,57.12,,
,,,885.38,,,,,,36.17,,
,,,807.52,,,,,,1.24,,
,,,1175.66,,,,,,0.87,,
,,,1139.9,,,,,,87.05,,
,,,311.68,,,,,,35.72,,
,,,213.61,,,,,,25.72,,
,,,274.15,,,,,,38.24,,
,,,82.45,,,,,,34.03,,
,,,152.45,,,,,,49.58,,
,,,167.82,,,,,,21.38,,
,,,151.58,,,,,,74.06,,
,,,242.04,,,,,,111.94,,
,,,124.83,,,,,,41.55,,
,,,98.81,,,,,,0.73,,
,,,246.6,,,,,,80.77,,
,,,165.67,,,,,,61.69,,
,,,197.96,,,,,,0.58,,
,,,207.19,,,,,,37.4,,
,,,192.34,,,,,,38.83,,
,,,126.7,,,,,,49.8,,
,,,65.08,,,,,,43.24,,
,,,190.49,,,,,,33.22,,
,,,324.21,,,,,,93.86,,
,,,362.43,,,,,,78.7,,
,,,44.41,,,,,,58.8,,
,,,135.34,,,,,,66.71,,
,,,153.23,,,,,,48.11,,
,,,144.7,,,,,,32.94,,
,,,192.1,,,,,,39.84,,
,,,64.66,,,,,,33.11,,
,,,1114.02,,,,,,71.49,,
,,,503.45,,,,,,94.94,,
,,,795.68,,,,,,39.63,,
,,,405.31,,,,,,22.71,,
,,,77.08,,,,,,32.09,,
,,,501.93,,,,,,65.56,,
,,,436.22,,,,,,73.52,,
,,,450.61,,,,,,74.27,,
,,,143.18,,,,,,52.53,,
,,,925.38,,,,,,70.15,,
,,,177.29,,,,,,34.7,,
,,,1219.15,,,,,,42.03,,
,,,641.58,,,,,,28.14,,
,,,311.2,,,,,,29.26,,
,,,525.84,,,,,,52.32,,
,,,508.59,,,,,,44.4,,
,,,464.48,,,,,,27.99,,
,,,955.48,,,,,,98.79,,
,,,489.69,,,,,,54.91,,
,,,439.86,,,,,,32.16,,
,,,753.26,,,,,,37.22,,
,,,345.44,,,,,,24.77,,
,,,78.18,,,,,,28.05,,
,,,546.53,,,,,,77.22,,
,,,459.5,,,,,,50.86,,
,,,529.41,,,,,,33.34,,
,,,264.79,,,,,,45.61,,
,,,23.36,,,,,,32.25,,
,,,549.33,,,,,,47.93,,
,,,80.52,,,,,,82.72,,
,,,184.31,,,,,,42.07,,
,,,273.36,,,,,,39.29,,
,,,218.9,,,,,,38.74,,
,,,722.36,,,,,,30.06,,
,,,79.52,,,,,,36.57,,
,,,974.92,,,,,,54.87,,
,,,769.02,,,,,,32.65,,
,,,253.58,,,,,,78.18,,
,,,457.64,,,,,,42.3,,
,,,802.14,,,,,,33.44,,
,,,819.12,,,,,,100.02,,
,,,306.83,,,,,,55.88,,
,,,390.89,,,,,,86.72,,
,,,96.87,,,,,,42.25,,
,,,159.4,,,,,,44.51,,
,,,321.78,,,,,,44.87,,
,,,853.39,,,,,,42.85,,
,,,613.09,,,,,,61.19,,
,,,1553.92,,,,,,99.42,,
,,,531.57,,,,,,48.67,,
,,,372.9,,,,,,68.98,,
,,,330.78,,,,,,56.27,,
,,,354.3,,,,,,63.9,,
,,,1939.58,,,,,,37.42,,
,,,304.66,,,,,,27.42,,
,,,865.26,,,,,,48.24,,
,,,722.5,,,,,,35.91,,
,,,1212.02,,,,,,44.59,,
,,,1115.68,,,,,,64.76,,
,,,317.12,,,,,,39.49,,
,,,316.38,,,,,,38.63,,
,,,141.34,,,,,,120.6,,
,,,55.34,,,,,,42.42,,
,,,172.89,,,,,,33.51,,
,,,143.46,,,,,,66.27,,
,,,119.05,,,,,,69.45,,
,,,261.4,,,,,,68.28,,
,,,158.51,,,,,,64.9,,
,,,103.93,,,,,,72.59,,
,,,282.45,,,,,,72.47,,
,,,184.8,,,,,,85.27,,
,,,262.42,,,,,,113.39,,
,,,290.45,,,,,,53.04,,
,,,118.13,,,,,,56.95,,
,,,127.89,,,,,,61.56,,
,,,94.43,,,,,,5.72,,
,,,138.44,,,,,,17.35,,
,,,341.97,,,,,,34.69,,
,,,409.58,,,,,,34.39,,
,,,124.9,,,,,,50.12,,
,,,133.43,,,,,,55.98,,
,,,151.81,,,,,,72.77,,
,,,172.76,,,,,,62.47,,
,,,202.61,,,,,,40.66,,
,,,121.8,,,,,,34.68,,
,,,745.54,,,,,,1.46,,
,,,380.94,,,,,,0.43,,
,,,525.0,,,,,,65.7,,
,,,377.91,,,,,,83.81,,
,,,308.95,,,,,,71.75,,
,,,332.12,,,,,,50.41,,
,,,302.84,,,,,,1.18,,
,,,158.55,,,,,,67.04,,
,,,830.21,,,,,,51.05,,
,,,132.52,,,,,,21.78,,
,,,272.07,,,,,,32.37,,
,,,867.88,,,,,,34.59,,
,,,474.7,,,,,,69.61,,
,,,297.29,,,,,,65.35,,
,,,345.64,,,,,,52.62,,
,,,446.79,,,,,,80.16,,
,,,362.69,,,,,,36.77,,
,,,625.6,,,,,,52.29,,
,,,315.08,,,,,,0.46,,
,,,324.87,,,,,,29.35,,
,,,492.97,,,,,,64.61,,
,,,278.72,,,,,,57.93,,
,,,59.61,,,,,,48.13,,
,,,337.47,,,,,,41.62,,
,,,303.49,,,,,,64.91,,
,,,317.69,,,,,,83.2,,
,,,164.52,,,,,,34.95,,
,,,438.85,,,,,,47.2,,
,,,64.2,,,,,,59.82,,
,,,140.19,,,,,,45.79,,
,,,186.71,,,,,,2.36,,
,,,153.95,,,,,,41.75,,
,,,217.0,,,,,,58.17,,
,,,146.4,,,,,,75.62,,
,,,476.14,,,,,,47.74,,
,,,64.29,,,,,,64.24,,
,,,664.43,,,,,,0.74,,
,,,550.45,,,,,,36.81,,
,,,114.19,,,,,,49.95,,
,,,312.85,,,,,,33.63,,
,,,552.38,,,,,,24.1,,
,,,590.4,,,,,,42.31,,
,,,245.75,,,,,,16.44,,
,,,141.92,,,,,,66.19,,
,,,165.73,,,,,,57.51,,
,,,641.82,,,,,,46.49,,
,,,368.98,,,,,,40.46,,
,,,1150.23,,,,,,0.49,,
,,,1084.14,,,,,,59.08,,
,,,311.08,,,,,,61.75,,
,,,169.86,,,,,,65.57,,
,,,199.8,,,,,,64.85,,
,,,1513.01,,,,,,68.13,,
,,,129.56,,,,,,40.4,,
,,,548.61,,,,,,87.36,,
,,,452.82,,,,,,95.77,,
,,,909.62,,,,,,38.97,,
,,,973.66,,,,,,63.95,,
,,,231.38,,,,,,59.32,,
,,,154.37,,,,,,32.1,,
,,,142.23,,,,,,45.56,,
,,,75.83,,,,,,51.8,,
,,,89.21,,,,,,90.22,,
,,,115.01,,,,,,67.37,,
,,,82.26,,,,,,71.98,,
,,,178.98,,,,,,1.12,,
,,,135.69,,,,,,57.85,,
,,,96.98,,,,,,37.53,,
,,,253.21,,,,,,76.79,,
,,,73.03,,,,,,71.64,,
,,,89.07,,,,,,86.08,,
,,,160.09,,,,,,38.57,,
,,,91.45,,,,,,59.03,,
,,,117.33,,,,,,56.66,,
,,,117.07,,,,,,20.32,,
,,,233.88,,,,,,37.63,,
,,,170.05,,,,,,20.64,,
,,,47.34,,,,,,40.64,,
,,,31.25,,,,,,16.15,,
,,,83.27,,,,,,24.68,,
,,,98.04,,,,,,60.75,,
,,,76.48,,,,,,85.51,,
,,,631.15,,,,,,61.05,,
,,,276.79,,,,,,32.39,,
,,,480.77,,,,,,63.36,,
,,,212.29,,,,,,33.13,,
,,,250.34,,,,,,41.92,,
,,,281.36,,,,,,38.15,,
,,,256.71,,,,,,74.6,,
,,,145.15,,,,,,83.56,,
,,,595.83,,,,,,70.28,,
,,,69.4,,,,,,58.79,,
,,,152.42,,,,,,54.41,,
,,,674.61,,,,,,60.87,,
,,,304.07,,,,,,9.74,,
,,,166.21,,,,,,89.74,,
,,,299.42,,,,,,59.9,,
,,,290.68,,,,,,67.33,,
,,,265.53,,,,,,27.31,,
,,,498.73,,,,,,79.21,,
,,,280.13,,,,,,42.43,,
,,,341.22,,,,,,48.75,,
,,,213.03,,,,,,28.92,,
,,,35.45,,,,,,36.46,,
,,,306.68,,,,,,37.02,,
,,,240.9,,,,,,94.44,,
,,,330.02,,,,,,71.3,,
,,,149.89,,,,,,53.64,,
,,,298.48,,,,,,36.21,,
,,,119.59,,,,,,17.68,,
,,,34.3,,,,,,39.55,,
,,,164.8,,,,,,58.83,,
,,,412.92,,,,,,42.04,,
,,,576.72,,,,,,55.36,,
,,,507.34,,,,,,37.91,,
,,,101.75,,,,,,50.71,,
,,,247.06,,,,,,41.27,,
,,,368.04,,,,,,104.09,,
,,,505.01,,,,,,38.85,,
,,,233.84,,,,,,32.32,,
,,,140.55,,,,,,102.98,,
,,,196.08,,,,,,62.71,,
,,,440.85,,,,,,95.12,,
,,,1002.34,,,,,,73.34,,
,,,621.25,,,,,,75.69,,
,,,174.03,,,,,,60.91,,
,,,94.84,,,,,,75.21,,
,,,150.1,,,,,,48.16,,
,,,1150.94,,,,,,117.67,,
,,,125.67,,,,,,65.88,,
,,,457.01,,,,,,63.72,,
,,,361.43,,,,,,66.96,,
,,,693.31,,,,,,63.33,,
,,,590.04,,,,,,44.05,,
,,,147.75,,,,,,38.36,,
,,,125.68,,,,,,100.63,,
,,,113.44,,,,,,54.0,,
,,,57.0,,,,,,50.35,,
,,,45.13,,,,,,49.73,,
,,,131.07,,,,,,78.17,,
,,,114.88,,,,,,50.73,,
,,,53.8,,,,,,53.21,,
,,,114.38,,,,,,85.89,,
,,,127.88,,,,,,40.9,,
,,,152.58,,,,,,65.24,,
,,,153.81,,,,,,83.08,,
,,,112.19,,,,,,62.49,,
,,,116.02,,,,,,91.11,,
,,,63.49,,,,,,72.88,,
,,,194.32,,,,,,37.68,,
,,,210.54,,,,,,58.49,,
,,,91.09,,,,,,38.0,,
,,,88.43,,,,,,88.05,,
,,,92.75,,,,,,64.39,,
,,,84.14,,,,,,108.77,,
,,,1010.75,,,,,,46.11,,
,,,360.35,,,,,,52.46,,
,,,448.6,,,,,,64.8,,
,,,109.66,,,,,,30.3,,
,,,540.54,,,,,,88.16,,
,,,405.55,,,,,,25.99,,
,,,113.82,,,,,,61.46,,
,,,868.86,,,,,,45.74,,
,,,244.49,,,,,,114.93,,
,,,1140.77,,,,,,23.14,,
,,,686.8,,,,,,67.69,,
,,,305.07,,,,,,52.41,,
,,,569.88,,,,,,25.88,,
,,,616.55,,,,,,45.28,,
,,,577.0,,,,,,38.42,,
,,,738.57,,,,,,35.85,,
,,,429.29,,,,,,97.0,,
,,,369.71,,,,,,59.4,,
,,,658.93,,,,,,61.0,,
,,,407.73,,,,,,24.05,,
,,,24.85,,,,,,69.98,,
,,,601.96,,,,,,46.43,,
,,,389.59,,,,,,92.33,,
,,,640.39,,,,,,68.0,,
,,,258.16,,,,,,80.51,,
,,,603.98,,,,,,27.84,,
,,,86.27,,,,,,65.62,,
,,,186.15,,,,,,26.61,,
,,,273.91,,,,,,80.7,,
,,,516.61,,,,,,40.48,,
,,,224.17,,,,,,105.87,,
,,,599.46,,,,,,69.48,,
,,,62.75,,,,,,68.71,,
,,,853.94,,,,,,66.36,,
,,,749.2,,,,,,25.94,,
,,,209.97,,,,,,31.66,,
,,,425.45,,,,,,0.61,,
,,,754.36,,,,,,68.35,,
,,,630.86,,,,,,39.34,,
,,,376.35,,,,,,40.1,,
,,,310.18,,,,,,60.89,,
,,,112.2,,,,,,24.72,,
,,,170.3,,,,,,57.17,,
,,,259.52,,,,,,38.71,,
,,,889.12,,,,,,29.76,,
,,,575.93,,,,,,43.56,,
,,,1476.66,,,,,,88.89,,
,,,408.9,,,,,,47.53,,
,,,305.54,,,,,,66.47,,
,,,281.37,,,,,,0.77,,
,,,365.02,,,,,,34.84,,
,,,2066.72,,,,,,46.37,,
,,,311.36,,,,,,51.78,,
,,,854.84,,,,,,40.31,,
,,,700.35,,,,,,30.71,,
,,,1028.44,,,,,,57.0,,
,,,1056.11,,,,,,37.89,,
,,,307.24,,,,,,45.85,,
,,,305.36,,,,,,63.19,,
,,,107.26,,,,,,48.77,,
,,,172.49,,,,,,30.23,,
,,,135.73,,,,,,68.92,,
,,,93.91,,,,,,32.43,,
,,,225.99,,,,,,46.42,,
,,,126.28,,,,,,115.66,,
,,,112.75,,,,,,47.48,,
,,,319.33,,,,,,67.99,,
,,,82.24,,,,,,52.19,,
,,,143.13,,,,,,56.2,,
,,,242.63,,,,,,47.87,,
,,,202.0,,,,,,40.98,,
,,,155.37,,,,,,0.01,,
,,,145.21,,,,,,61.87,,
,,,312.13,,,,,,33.41,,
,,,375.72,,,,,,92.71,,
,,,63.82,,,,,,87.43,,
,,,51.35,,,,,,50.38,,
,,,119.24,,,,,,27.24,,
,,,128.58,,,,,,58.27,,
,,,183.52,,,,,,59.74,,
,,,206.01,,,,,,46.28,,
,,,154.6,,,,,,41.71,,
,,,1123.31,,,,,,54.43,,
,,,806.63,,,,,,115.98,,
,,,414.59,,,,,,65.85,,
,,,435.49,,,,,,48.07,,
,,,421.18,,,,,,23.56,,
,,,477.75,,,,,,30.59,,
,,,108.09,,,,,,39.87,,
,,,990.23,,,,,,16.76,,
,,,281.18,,,,,,103.9,,
,,,1137.74,,,,,,48.63,,
,,,646.25,,,,,,57.47,,
,,,333.33,,,,,,40.55,,
,,,545.21,,,,,,39.58,,
,,,537.72,,,,,,98.36,,
,,,469.4,,,,,,59.98,,
,,,742.67,,,,,,58.62,,
,,,531.15,,,,,,49.52,,
,,,727.58,,,,,,40.82,,
,,,378.81,,,,,,28.44,,
,,,48.05,,,,,,26.72,,
,,,539.91,,,,,,71.1,,
,,,408.88,,,,,,55.53,,
,,,544.21,,,,,,42.37,,
,,,15.4,,,,,,37.13,,
,,,587.08,,,,,,40.76,,
,,,84.39,,,,,,55.16,,
,,,220.11,,,,,,33.67,,
,,,266.6,,,,,,46.91,,
,,,431.33,,,,,,107.37,,
,,,239.61,,,,,,86.56,,
,,,719.46,,,,,,65.76,,
,,,44.43,,,,,,61.4,,
,,,886.43,,,,,,33.02,,
,,,696.39,,,,,,70.14,,
,,,243.58,,,,,,37.61,,
,,,348.93,,,,,,94.06,,
,,,678.74,,,,,,87.39,,
,,,355.6,,,,,,65.67,,
,,,392.29,,,,,,73.6,,
,,,245.71,,,,,,33.18,,
,,,324.59,,,,,,44.33,,
,,,785.19,,,,,,62.42,,
,,,500.33,,,,,,119.42,,
,,,1498.16,,,,,,61.04,,
,,,609.13,,,,,,71.62,,
,,,362.13,,,,,,51.92,,
,,,285.07,,,,,,64.48,,
,,,261.65,,,,,,35.7,,
,,,370.88,,,,,,44.47,,
,,,1974.02,,,,,,60.88,,
,,,280.17,,,,,,39.31,,
,,,851.03,,,,,,41.81,,
,,,679.62,,,,,,102.82,,
,,,1188.58,,,,,,81.59,,
,,,1168.52,,,,,,63.64,,
,,,424.75,,,,,,72.08,,
,,,253.39,,,,,,54.18,,
,,,109.63,,,,,,58.47,,
,,,213.76,,,,,,32.02,,
,,,106.58,,,,,,42.33,,
,,,238.68,,,,,,37.12,,
,,,250.17,,,,,,42.72,,
,,,59.13,,,,,,109.01,,
,,,213.0,,,,,,56.1,,
,,,185.99,,,,,,66.58,,
,,,152.8,,,,,,64.33,,
,,,132.0,,,,,,41.03,,
,,,163.2,,,,,,80.17,,
,,,323.55,,,,,,33.69,,
,,,396.19,,,,,,43.88,,
,,,74.44,,,,,,62.16,,
,,,181.48,,,,,,52.58,,
,,,186.47,,,,,,58.06,,
,,,163.99,,,,,,108.92,,
,,,1126.3,,,,,,88.4,,
,,,439.21,,,,,,61.72,,
,,,804.61,,,,,,27.72,,
,,,501.94,,,,,,46.66,,
,,,85.36,,,,,,47.84,,
,,,467.43,,,,,,42.17,,
,,,385.3,,,,,,39.17,,
,,,112.15,,,,,,37.07,,
,,,905.36,,,,,,117.6,,
,,,238.51,,,,,,51.58,,
,,,1131.38,,,,,,70.94,,
,,,692.71,,,,,,60.59,,
,,,273.07,,,,,,26.66,,
,,,528.36,,,,,,54.39,,
,,,581.17,,,,,,67.49,,
,,,832.66,,,,,,34.4,,
,,,448.24,,,,,,45.15,,
,,,330.33,,,,,,28.2,,
,,,785.59,,,,,,41.86,,
,,,398.78,,,,,,49.27,,
,,,55.0,,,,,,57.21,,
,,,403.48,,,,,,122.41,,
,,,394.24,,,,,,65.82,,
,,,576.84,,,,,,67.38,,
,,,245.92,,,,,,45.12,,
,,,15.1,,,,,,74.1,,
,,,465.13,,,,,,29.07,,
,,,76.55,,,,,,70.12,,
,,,172.65,,,,,,29.79,,
,,,247.01,,,,,,111.78,,
,,,410.74,,,,,,85.46,,
,,,676.84,,,,,,64.75,,
,,,68.49,,,,,,60.02,,
,,,867.73,,,,,,44.72,,
,,,770.67,,,,,,50.85,,
,,,388.54,,,,,,34.88,,
,,,839.47,,,,,,59.76,,
,,,610.92,,,,,,124.79,,
,,,320.73,,,,,,70.83,,
,,,432.0,,,,,,71.66,,
,,,130.59,,,,,,77.09,,
,,,199.1,,,,,,62.4,,
,,,248.77,,,,,,40.71,,
,,,833.56,,,,,,53.46,,
,,,1486.79,,,,,,39.06,,
,,,386.26,,,,,,52.4,,
,,,354.68,,,,,,90.06,,
,,,330.39,,,,,,53.56,,
,,,319.88,,,,,,91.97,,
,,,348.38,,,,,,53.88,,
,,,2086.04,,,,,,40.42,,
,,,183.58,,,,,,44.9,,
,,,819.47,,,,,,48.74,,
,,,807.73,,,,,,93.05,,
,,,1196.87,,,,,,67.16,,
,,,1195.01,,,,,,67.59,,
,,,335.64,,,,,,48.31,,
,,,235.4,,,,,,56.57,,
,,,81.4,,,,,,60.57,,
,,,189.49,,,,,,69.7,,
,,,138.48,,,,,,29.03,,
,,,97.36,,,,,,95.61,,
,,,186.14,,,,,,60.74,,
,,,90.34,,,,,,34.0,,
,,,313.81,,,,,,66.05,,
,,,104.87,,,,,,56.41,,
,,,289.72,,,,,,104.46,,
